spp_name_lt,Mėginio nr,kodas,total_length,lc,std_length,fish_weight,vnt.,sex_en,month,age_scales,age_scales2,age_difference,age_Elyza,age_Egle,season
Karsis,1,42310001,52,,42.5,1774,,9,7,,,0,,,Summer
Karsis,2,42310002,55,,47,2061,,9,7,,,0,,,Summer
Karsis,3,42310003,54.5,,44.4,1791,,9,7,,,0,,,Summer
Karsis,4,42310004,48.5,,40,1300,,1,7,,,0,,,Summer
Karsis,5,42310005,50.3,,42,1588,,1,7,,,0,,,Summer
Karsis,6,42310006,45.3,,36.5,1335,,1,7,,,0,,,Summer
Karsis,7,42310007,47,,38,1347,,1,7,,,0,,,Summer
Karsis,8,42310008,49,,40,1395,,9,7,,,0,,,Summer
Karsis,9,42310009,49.8,,40,1355,,9,7,,,0,,,Summer
Karsis,10,42310010,45.5,,35.5,1081,,1,7,,,0,,,Summer
Karsis,11,42310011,49.7,,40,1560,,9,7,,,0,,,Summer
Karsis,12,42310012,49,,40,1677,,1,7,,,0,,,Summer
Karsis,13,42310013,49.3,,40.5,1477,,1,7,,,0,,,Summer
Karsis,14,42310014,47,,38,1474,,1,7,,,0,,,Summer
Karsis,15,42310015,51.5,,40.3,1480,,9,7,,,0,,,Summer
Karsis,16,42310016,45.3,,37,1088,,1,7,,,0,,,Summer
Karsis,17,42310017,47.5,,38.5,1190,,9,7,,,0,,,Summer
Karsis,18,42310018,44.5,,36.5,1115,,1,7,,,0,,,Summer
Karsis,19,42310019,55,,44.5,1462,,9,7,,,0,,,Summer
Karsis,20,42310020,47.5,,39.5,1453,,9,7,,,0,,,Summer
Karsis,21,42310021,45.5,,37,1075,,1,7,,,0,,,Summer
Karsis,22,42310022,47,,38.5,1233,,1,7,,,0,,,Summer
Karsis,23,42310023,52,,42,1832,,9,7,,,0,,,Summer
Karsis,24,42310024,45.5,,36.3,1012,,9,7,,,0,,,Summer
Karsis,25,42310025,44.5,,35.3,982,,1,7,,,0,,,Summer
Karsis,26,42310026,44.5,,36.3,1027,,1,7,,,0,,,Summer
Karsis,27,42310027,55,,46,2106,,9,7,,,0,,,Summer
Karsis,28,42310028,46.5,,37.3,1216,,1,7,,,0,,,Summer
Karsis,29,42310029,46.3,,38,1333,,9,7,,,0,,,Summer
Karsis,30,42310030,48,,39,1364,,9,7,,,0,,,Summer
Karsis,31,42310031,48.8,,40,1373,,9,7,,,0,,,Summer
Karsis,32,42310032,50,,41,1287,,1,7,,,0,,,Summer
Karsis,33,42310033,45,,36,1233,,1,7,,,0,,,Summer
Karsis,34,42310034,46.5,,38,1258,,1,7,,,0,,,Summer
Karsis,35,42310035,48.5,,38.5,1164,,9,7,,,0,,,Summer
Karsis,36,42310036,42.3,,34.5,972,,9,7,,,0,,,Summer
Karsis,37,42310037,46.5,,38,1250,,1,7,13,,13,10,12,Summer
Karsis,38,42310038,44.7,,37.5,1211,,1,7,13,,13,9,10,Summer
Karsis,39,42310039,43.3,,35,1042,,1,7,12,,12,8,10,Summer
Karsis,40,42310040,45,,37,1207,,1,7,13,,13,9,11,Summer
Karsis,41,42310041,43.8,,36,1123,,9,7,11,,11,8,11,Summer
Karsis,42,42310042,46.3,,36.5,1144,,9,7,12,,12,,11,Summer
Karsis,43,42310043,46.5,,38,1295,,1,7,12,,12,9,10,Summer
Karsis,44,42310044,48,,39,1343,,9,7,14,,14,13,16,Summer
Karsis,45,42310045,54.5,,44,1875,,1,7,15,,15,15,22,Summer
Karsis,46,42310046,51.5,,43.5,1808,,9,7,14,,14,13,16,Summer
Karsis,47,42310047,40.3,,36.5,1149,,9,7,10,,10,10,11,Summer
Karsis,48,42310048,51.5,,43,1812,,9,7,15,,15,13,15,Summer
Karsis,49,42310049,47,,37,1164,,9,7,,,0,,,Summer
Karsis,50,42310050,48.5,,39.5,1484,,1,7,,,0,,,Summer
Karsis,51,42310051,50,,41,1507,,9,7,,,0,,,Summer
Karsis,52,42310052,45.5,,37.5,1171,,9,7,,,0,,,Summer
Karsis,53,42310053,44.5,,36,1050,,9,7,,,0,,,Summer
Karsis,54,42310054,43,,34.5,1029,,1,7,,,0,,,Summer
Karsis,55,42310055,48,,39,1287,,1,7,,,0,,,Summer
Karsis,56,42310056,46,,37,1122,,9,7,,,0,,,Summer
Karsis,57,42310057,47,,38.5,1317,,9,7,,,0,,,Summer
Karsis,58,42310058,51,,41.5,1387,,9,7,,,0,,,Summer
Karsis,59,42310059,53,,44,2186,,9,7,,,0,,,Summer
Karsis,60,42310060,48,,38.5,1363,,9,7,,,0,,,Summer
Karsis,61,42310061,55,,45,1934,,9,7,,,0,,,Summer
Karsis,62,42310062,49.8,,40,1610,,9,7,,,0,,,Summer
Karsis,63,42310063,43.5,,36,1130,,1,7,,,0,,,Summer
Karsis,64,42310064,47,,38,1088,,1,7,,,0,,,Summer
Karsis,65,42310065,45.2,,36.5,1027,,1,7,,,0,,,Summer
Karsis,66,42310066,43.8,,35.5,989,,1,7,,,0,,,Summer
Karsis,67,42310067,46.5,,37.5,1253,,1,7,,,0,,,Summer
Karsis,68,42310068,45,,37.5,1272,,1,7,,,0,,,Summer
Karsis,69,42310069,43,,36.5,1008,,1,7,,,0,,,Summer
Karsis,70,42310070,42.3,,33.7,924,,1,7,,,0,,,Summer
Karsis,71,42310071,43.8,,35.5,1056,,9,7,,,0,,,Summer
Karsis,72,42310072,45,,36.5,992,,9,7,,,0,,,Summer
Karsis,73,42310073,43.3,,35,884,,9,7,,,0,,,Summer
Karsis,74,42310074,43.5,,35,962,,9,7,,,0,,,Summer
Karsis,75,42310075,41.5,,33.5,901,,1,7,,,0,,,Summer
Karsis,76,42310076,46.5,,37.5,990,,9,7,,,0,,,Summer
Karsis,77,42310077,42.3,,34.5,903,,1,7,,,0,,,Summer
Karsis,78,42310078,44.5,,35.5,973,,9,7,,,0,,,Summer
Karsis,79,42310079,42.3,,35,948,,1,7,,,0,,,Summer
Karsis,80,42310080,41.7,,34,871,,9,7,,,0,,,Summer
Karsis,81,42310081,42,,34,894,,9,7,,,0,,,Summer
Karsis,82,42310082,43.7,,35.5,942,,9,7,,,0,,,Summer
Karsis,83,42310083,43.5,,35,984,,1,7,,,0,,,Summer
Karsis,84,42310084,44.5,,36.5,1022,,9,7,,,0,,,Summer
Karsis,85,42310085,44.5,,35,1035,,9,7,,,0,,,Summer
Karsis,86,42310086,42.5,,35,961,,9,7,,,0,,,Summer
Karsis,87,42310087,43,,35,817,,9,7,,,0,,,Summer
Karsis,88,42310088,43.5,,35,966,,1,7,,,0,,,Summer
Karsis,89,42310089,44,,35,1002,,1,7,,,0,,,Summer
Karsis,90,42310090,41,,32.5,833,,9,7,,,0,,,Summer
Karsis,91,42310091,42.3,,34.5,916,,9,7,,,0,,,Summer
Karsis,92,42310092,41.5,,34,819,,9,7,,,0,,,Summer
Karsis,93,42310093,43.5,,35,966,,9,7,,,0,,,Summer
Karsis,94,42310094,42.7,,34.5,890,,1,7,,,0,,,Summer
Karsis,95,42310095,43.3,,35,955,,9,7,,,0,,,Summer
Karsis,96,42310096,45.5,,36,937,,1,7,,,0,,,Summer
Karsis,97,42310097,42,,34,891,,9,7,,,0,,,Summer
Karsis,98,42310098,44.3,,36,975,,1,7,,,0,,,Summer
Karsis,99,42310099,42,,33.5,894,,9,7,,,0,,,Summer
Karsis,100,42310100,43.5,,35,906,,1,7,,,0,,,Summer
Karsis,101,42310101,44.5,,35.8,860,,9,7,,,0,,,Summer
Karsis,102,42310102,42.7,,34.5,853,,9,7,,,0,,,Summer
Karsis,103,42310103,42.5,,34,802,,1,7,,,0,,,Summer
Karsis,104,42310104,42,,35,862,,1,7,,,0,,,Summer
Karsis,105,42310105,43,,34.3,889,,1,7,,,0,,,Summer
Karsis,106,42310106,44.4,,,962,,1,7,,,0,,,Summer
Karsis,107,42310107,41.3,,33,829,,1,7,,,0,,,Summer
Karsis,108,42310108,41.5,,33,766,,1,7,,,0,,,Summer
Karsis,109,42310109,41.5,,33.5,817,,9,7,9,,9,8,12,Summer
Karsis,110,42310110,41.8,,34,865,,1,7,9,,9,9,9,Summer
Karsis,111,42310111,38.5,,30.5,657,,1,7,8,,8,9,9,Summer
Karsis,112,42310112,41.3,,33.5,703,,1,7,8,,8,8,9,Summer
Karsis,113,42310113,37.3,,29.5,620,,9,7,7,,7,7,7,Summer
Karsis,114,42310114,39,,31,670,,9,7,8,,8,7,11,Summer
Karsis,115,42310115,39,,31,592,,9,7,8,,8,7,9,Summer
Karsis,116,42310116,40,,31,663,,9,7,8,,8,7,11,Summer
Karsis,117,42310117,38,,31,691,,9,7,8,,8,7,10,Summer
Karsis,118,42310118,38.5,,31,611,,9,7,8,,8,5,8,Summer
Karsis,119,42310119,40,,32,674,,1,7,9,,9,10,11,Summer
Karsis,120,42310120,37.5,,30.5,658,,9,7,8,,8,8,12,Summer
Karsis,121,42310121,39.8,,32.3,697,,9,7,8,,8,7,8,Summer
Karsis,122,42310122,41,,33,780,,1,7,8,,8,8,8,Summer
Karsis,123,42310123,41.8,,33.8,763,,9,7,8,,8,7,9,Summer
Karsis,124,42310124,45.5,,36.5,744,,9,7,11,,11,,11,Summer
Karsis,125,42310125,41.5,,34,805,,1,7,9,,9,,,Summer
Karsis,126,42310126,39.5,,31.5,729,,1,7,8,,8,,,Summer
Karsis,127,42310127,40.3,,33,778,,9,7,,,0,,,Summer
Karsis,128,42310128,40.5,,33,804,,1,7,,,0,,,Summer
Karsis,129,42310129,40.5,,32,716,,1,7,,,0,,,Summer
Karsis,130,42310130,40.3,,32.7,737,,9,7,,,0,,,Summer
Karsis,131,42310131,41.5,,34.5,845,,1,7,,,0,,,Summer
Karsis,132,42310132,41,,33.5,748,,1,7,,,0,,,Summer
Karsis,133,42310133,40.8,,32.5,711,,1,7,,,0,,,Summer
Karsis,134,42310134,41.5,,33,649,,1,7,,,0,,,Summer
Karsis,135,42310135,38.7,,30.7,589,,9,7,,,0,,,Summer
Karsis,136,42310136,40.2,,32.5,851,,9,7,,,0,,,Summer
Karsis,137,42310137,37,,29.5,620,,9,7,,,0,,,Summer
Karsis,138,42310138,38.5,,30.5,644,,1,7,,,0,,,Summer
Karsis,139,42310139,39.8,,31,545,,9,7,,,0,,,Summer
Karsis,140,42310140,36,,28.8,515,,1,7,,,0,,,Summer
Karsis,141,42310141,37.8,,29,517,,9,7,,,0,,,Summer
Karsis,142,42310142,37.1,,29.5,540,,9,7,,,0,,,Summer
Karsis,143,42310143,34,,27,431,,1,7,,,0,,,Summer
Karsis,144,42310144,36.5,,28.8,484,,9,7,,,0,,,Summer
Karsis,145,42310145,35.5,,27.5,449,,1,7,,,0,,,Summer
Karsis,146,42310146,22.8,,23.5,215,,1,7,,,0,,,Summer
Karsis,147,42310147,27.5,,21.7,150,,5,7,,,0,,,Summer
Karsis,148,42310148,17.3,,13.5,54,,5,7,,,0,,,Summer
Karsis,149,42310149,29,,22.3,167,,5,7,,,0,,,Summer
Karsis,150,42310150,19,,15,79,,5,7,,,0,,,Summer
Karsis,151,42310151,16.5,,13.3,47,,5,7,,,0,,,Summer
Karsis,152,42310152,36.8,,29.5,624,,1,7,,,0,,,Summer
Karsis,153,42310153,36.5,,30,429,,9,7,,,0,,,Summer
Karsis,154,42310154,38.5,,30.7,477,,1,7,,,0,,,Summer
Karsis,155,42310155,35.2,,27.7,447,,1,7,,,0,,,Summer
Karsis,156,42310156,40,,31.5,553,,1,7,,,0,,,Summer
Karsis,157,42310157,36.3,,29.5,538,,9,7,,,0,,,Summer
Karsis,158,42310158,34,,26.5,377,,9,7,,,0,,,Summer
Karsis,159,42310159,37.2,,29,550,,9,7,,,0,,,Summer
Karsis,160,42310160,34,,26,340,,1,7,,,0,,,Summer
Karsis,161,42310161,32.5,,25.5,395,,9,7,,,0,,,Summer
Karsis,162,42310162,38.5,,30,556,,1,7,,,0,,,Summer
Karsis,163,42310163,38.5,,30.5,566,,9,7,,,0,,,Summer
Karsis,164,42310164,34,,27.5,457,,9,7,,,0,,,Summer
Karsis,165,42310165,39.2,,31,647,,1,7,,,0,,,Summer
Karsis,166,42310166,37,,30,647,,9,7,,,0,,,Summer
Karsis,167,42310167,40,,32,631,,1,7,,,0,,,Summer
Karsis,168,42310168,35.3,,28.5,496,,9,7,,,0,,,Summer
Karsis,169,42310169,35.8,,28,529,,9,7,,,0,,,Summer
Karsis,170,42310170,36.8,,29.2,407,,9,7,,,0,,,Summer
Starkis,1,52310001,39.8,,34.5,510,,9,7,4,,4,2,3,Summer
Starkis,2,52310002,37.5,,32.5,422,,9,7,4,,4,2,2,Summer
Starkis,3,52310003,35.3,,30.5,364,,1,7,3,,3,2,2,Summer
Starkis,4,52310004,36,,31,379,,1,7,3,,3,2,2,Summer
Starkis,5,52310005,28.2,,24.4,183,,1,7,3,,3,1,1,Summer
Starkis,6,52310006,36.6,,31.5,430,,1,7,4,,4,2,3,Summer
Starkis,7,52310007,34,,29.5,243,,1,7,3,,3,2,2,Summer
Starkis,8,52310008,31.6,,27,247,,9,7,3,,3,2,2,Summer
Starkis,9,52310009,38.3,,33.5,484,,9,7,4,,4,2,3,Summer
Starkis,10,52310010,38.7,,33.5,488,,9,7,4,,4,2,2,Summer
Starkis,11,52310011,49.5,,43,1122,,1,7,6,,6,3,3,Summer
Eserys,1,50310001,33.2,,28.5,552,,9,7,11,12,11,5,6,Summer
Eserys,2,50310002,26.5,,23.5,283,,9,7,8,,8,2,2,Summer
Eserys,3,50310003,24.5,,21.5,201,,9,7,8,,8,2,3,Summer
Eserys,4,50310004,24.8,,21.5,213,,9,7,8,,8,2,3,Summer
Eserys,5,50310005,24,,21,214,,1,7,8,8,8,3,3,Summer
Eserys,6,50310006,24.4,,21,205,,1,7,8,,8,3,3,Summer
Eserys,7,50310007,23,,20,180,,9,7,7,,7,2,2,Summer
Eserys,8,50310008,23.8,,20.5,181,,9,7,7,,7,3,3,Summer
Eserys,9,50310009,21,,18.5,130,,9,7,6,6,6,2,2,Summer
Eserys,10,50310010,20.2,,18.5,119,,9,7,6,6,6,2,2,Summer
Eserys,11,50310011,20.6,,18.1,127,,9,7,6,6,6,2,2,Summer
Eserys,12,50310012,19.5,,17.3,97,,9,7,6,6,6,2,2,Summer
Kuoja,1,40310001,28.1,,23,296,,9,7,10,10,10,6,5,Summer
Kuoja,2,40310002,30.6,,25.6,388,,9,7,13,,13,8,7,Summer
Kuoja,3,40310003,26,,21.2,267,,9,7,10,,10,5,4,Summer
Kuoja,4,40310004,22,,17.8,134,,1,7,8,,8,4,5,Summer
Kuoja,5,40310005,25.2,,20.6,193,,9,7,9,,9,4,4,Summer
Kuoja,6,40310006,24.3,,20,173,,9,7,9,,9,4,4,Summer
Kuoja,7,40310007,28.8,,24,322,,9,7,11,,11,5,5,Summer
Kuoja,8,40310008,24.2,,19.3,150,,1,7,9,,9,7,7,Summer
Kuoja,9,40310009,25.4,,20.7,206,,1,7,9,,9,6,,Summer
Kuoja,10,40310010,22,,18,136,,9,7,7,,7,4,5,Summer
Kuoja,11,40310011,29,,24,345,,9,7,12,,12,6,6,Summer
Kuoja,12,40310012,24.3,,20.1,182,,1,7,9,,9,5,5,Summer
Kuoja,13,40310013,25.7,,21.1,217,,9,7,10,,10,5,5,Summer
Kuoja,14,40310014,22.5,,18.6,135,,9,7,8,,8,3,4,Summer
Kuoja,15,40310015,22,,17.8,130,,1,7,8,,8,4,3,Summer
Kuoja,16,40310016,22.3,,18.6,147,,1,7,8,,8,5,7,Summer
Kuoja,17,40310017,22,,18,124,,9,7,7,,7,4,4,Summer
Kuoja,18,40310018,21.3,,17.3,121,,1,7,7,,7,4,3,Summer
Kuoja,19,40310019,20.7,,17,107,,9,7,7,,7,3,3,Summer
Kuoja,20,40310020,20.7,,16.8,111,,9,7,6,,6,,3,Summer
Kuoja,21,40310021,22,,18,134,,9,7,7,,7,3,3,Summer
Kuoja,22,40310022,20.9,,17.1,101,,9,7,6,,6,3,3,Summer
Kuoja,23,40310023,20.7,,17,110,,9,7,7,,7,3,3,Summer
Kuoja,24,40310024,20.2,,16.5,98,,1,7,7,,7,3,3,Summer
Kuoja,25,40310025,18.7,,15.2,74,,1,7,6,,6,2,2,Summer
Kuoja,26,40310026,21.2,,17.5,115,,9,7,7,,7,3,3,Summer
Kuoja,27,40310027,22,,18,131,,1,7,9,,9,6,6,Summer
Kuoja,28,40310028,20.5,,17,109,,9,7,7,,7,4,3,Summer
Kuoja,29,40310029,19.6,,16,96,,9,7,7,,7,3,3,Summer
Kuoja,30,40310030,18.8,,15.3,82,,1,7,7,,7,2,2,Summer
Kuoja,31,40310031,19.3,,15.8,93,,9,7,7,,7,3,3,Summer
Kuoja,32,40310032,18.2,,14.7,75,,1,7,6,,6,3,3,Summer
Kuoja,33,40310033,20.3,,16.6,95,,9,7,7,,7,3,3,Summer
Kuoja,34,40310034,18,,14.5,70,,9,7,5,,5,3,4,Summer
Kuoja,35,40310035,19.5,,15.7,93,,1,7,7,,7,3,3,Summer
Kuoja,36,40310036,17.5,,14.3,62,,1,7,6,,6,2,2,Summer
Kuoja,37,40310037,18.3,,15,73,,9,7,5,,5,2,3,Summer
Kuoja,38,40310038,20.7,,17,111,,9,7,7,,7,3,2,Summer
Kuoja,39,40310039,21.5,,18,124,,9,7,7,,7,4,4,Summer
Kuoja,40,40310040,19.1,,15.7,83,,9,7,6,,6,3,3,Summer
Kuoja,41,40310041,18,,14.5,74,,1,7,5,,5,2,2,Summer
Kuoja,42,40310042,18,,15,70,,1,7,5,,5,1,2,Summer
Kuoja,43,40310043,20.2,,16.4,90,,9,7,6,,6,2,2,Summer
Kuoja,44,40310044,20,,16.5,103,,9,7,7,,7,3,3,Summer
Kuoja,45,40310045,20.6,,16.5,114,,9,7,7,,7,3,3,Summer
Plakis,1,41310001,25,,19.5,191,,9,7,7,,7,,,Summer
Plakis,2,41310002,20.8,,16.3,91,,9,7,5,,5,,,Summer
Plakis,3,41310003,19.5,,15.3,85,,9,7,5,,5,,,Summer
Plakis,4,41310004,18.3,,14.3,70,,1,7,5,,5,,,Summer
Plakis,5,41310005,18.1,,14.3,78,,9,7,5,,5,,,Summer
Plakis,6,41310006,22,,17.3,118,,9,7,6,,6,,,Summer
Plakis,7,41310007,19.5,,15.2,91,,1,7,5,,5,,,Summer
Plakis,8,41310008,16.8,,13.1,56,,9,7,5,,5,,,Summer
Plakis,9,41310009,19.1,,15,80,,1,7,5,,5,,,Summer
Plakis,10,41310010,20.5,,16.5,106,,9,7,6,,6,,,Summer
Plakis,11,41310011,20.3,,16,101,,9,7,5,,5,,,Summer
Plakis,12,41310012,17.8,,14,68,,1,7,5,,5,,,Summer
Plakis,13,41310013,19.3,,15,76,,1,7,5,,5,,,Summer
Plakis,14,41310014,22.5,,18,135,,9,7,6,,6,,,Summer
Plakis,15,41310015,18.5,,14.7,76,,9,7,5,,5,,,Summer
Plakis,16,41310016,19,,15,78,,1,7,5,,5,,,Summer
Plakis,17,41310017,21.1,,16.5,111,,9,7,6,,6,,,Summer
Plakis,18,41310018,22,,17.2,128,,9,7,7,,7,,,Summer
Plakis,19,41310019,21.6,,16.9,118,,9,7,6,,6,,,Summer
Plakis,20,41310020,21.9,,17.5,117,,9,7,6,,6,,,Summer
Plakis,21,41310021,19,,15,78,,1,7,6,,6,,,Summer
Plakis,22,41310022,17.8,,14,68,,9,7,5,,5,,,Summer
Plakis,23,41310023,18.1,,14.3,69,,1,7,5,,5,,,Summer
Plakis,24,41310024,20.7,,16.3,95,,9,7,6,,6,,,Summer
Plakis,25,41310025,19.7,,15.3,94,,9,7,6,,6,,,Summer
Plakis,26,41310026,18.3,,14.4,72,,1,7,5,,5,,,Summer
Plakis,27,41310027,21,,16.5,111,,1,7,6,,6,,,Summer
Plakis,28,41310028,21.1,,16.5,99,,1,7,6,,6,,,Summer
Plakis,29,41310029,25.8,,20.3,211,,9,7,7,,7,,,Summer
Plakis,30,41310030,19.9,,15.5,88,,9,7,6,,6,,,Summer
Plakis,31,41310031,21.6,,17.1,116,,9,7,6,,6,,,Summer
Plakis,32,41310032,21.8,,17.1,130,,1,7,7,,7,,,Summer
Plakis,33,41310033,21.5,,17.1,122,,9,7,6,,6,,,Summer
Plakis,34,41310034,21.5,,17,110,,9,7,6,,6,,,Summer
Plakis,35,41310035,20.1,,16,105,,9,7,5,,5,,,Summer
Plakis,36,41310036,17.1,,14,65,,9,7,5,,5,,,Summer
Plakis,37,41310037,20.2,,16,102,,9,7,5,,5,,,Summer
Plakis,38,41310038,19.3,,15.3,87,,9,7,5,,5,,,Summer
Plakis,39,41310039,22.8,,18,127,,9,7,6,,6,,,Summer
Plakis,40,41310040,18.3,,14.3,67,,9,7,5,,5,,,Summer
Plakis,41,41310041,24.3,,19.5,179,,9,7,7,,7,,,Summer
Plakis,42,41310042,22.2,,17.7,117,,9,7,6,,6,,,Summer
Plakis,43,41310043,20.2,,16,90,,9,7,6,,6,,,Summer
Plakis,44,41310044,19.5,,15.2,80,,1,7,5,,5,,,Summer
Plakis,45,41310045,20.3,,16.2,99,,9,7,6,,6,,,Summer
Plakis,46,41310046,18.8,,14.8,80,,1,7,5,,5,,,Summer
Karsis,1,42311001,50.5,,40.5,1506,,1,7,14,,14,10,10,Summer
Karsis,2,42311002,41,,32.5,792,,1,7,9,10,9,8,11,Summer
Karsis,3,42311003,42.5,,34,772,,9,7,10,,10,8,10,Summer
Karsis,4,42311004,39,,31,694,,1,7,8,,8,7,9,Summer
Karsis,5,42311005,40,,32.5,756,,9,7,8,,8,8,10,Summer
Karsis,6,42311006,37.8,,33.3,624,,1,7,8,,8,7,11,Summer
Karsis,7,42311007,42.3,,33.5,853,,1,7,10,,10,8,10,Summer
Karsis,8,42311008,40,,33,693,,9,7,9,,9,7,11,Summer
Karsis,9,42311009,37.5,,29.5,541,,9,7,8,,8,6,7,Summer
Karsis,10,42311010,36,,28.5,472,,1,7,7,,7,5,6,Summer
Karsis,11,42311011,37.2,,29.7,536,,1,7,7,,7,7,8,Summer
Karsis,12,42311012,38.8,,30.8,620,,9,7,8,,8,7,10,Summer
Karsis,13,42311013,37.3,,29.5,577,,1,7,7,,7,7,10,Summer
Karsis,14,42311014,36.3,,28.5,439,,9,7,7,,7,6,8,Summer
Karsis,15,42311015,42.5,,34,829,,1,7,9,,9,9,12,Summer
Karsis,16,42311016,33.3,,26.5,413,,9,7,6,,6,5,7,Summer
Karsis,17,42311017,35.6,,28,541,,1,7,7,,7,5,7,Summer
Karsis,18,42311018,32.3,,26,294,,9,7,6,,6,6,9,Summer
Karsis,19,42311019,39.5,,31.5,629,,1,7,8,,8,13,16,Summer
Karsis,20,42311020,37.1,,29,560,,1,7,8,,8,7,10,Summer
Karsis,21,42311021,37.5,,29.5,588,,9,7,7,,7,7,11,Summer
Karsis,22,42311022,35.5,,28.3,407,,9,7,7,,7,6,8,Summer
Karsis,23,42311023,38.6,,30.5,640,,9,7,8,,8,7,8,Summer
Karsis,24,42311024,31.5,,24.7,294,,9,7,6,,6,6,9,Summer
Karsis,25,42311025,35.5,,28,403,,1,7,7,,7,7,11,Summer
Karsis,26,42311026,33,,26,319,,1,7,6,,6,6,9,Summer
Karsis,27,42311027,30.2,,23.5,242,,9,7,5,,5,6,9,Summer
Karsis,28,42311028,34.5,,28,362,,9,7,7,,7,6,9,Summer
Karsis,29,42311029,30.5,,24,231,,9,7,5,7,5,nesimato,,Summer
Karsis,30,42311030,33.6,,26.3,370,,1,7,7,8,7,nesimato,,Summer
Karsis,31,42311031,37,,29.5,522,,1,7,8,9,8,8,11,Summer
Karsis,32,42311032,18.5,,14.5,68,,5,7,2,4,2,1,3,Summer
Karsis,33,42311033,39.8,,32,674,,9,7,8,9,8,8,10,Summer
Karsis,34,42311034,50,,41.5,1456,,9,7,12,13,12,12,14,Summer
Karsis,35,42311035,51.3,,41.5,1673,,1,7,12,15,12,12,18,Summer
Karsis,36,42311036,51.5,,42,1434,,9,7,12,15,12,15,18,Summer
Karsis,37,42311037,44,,35,831,,9,7,,,0,10,10,Summer
Karsis,38,42311038,37.8,,31,665,,1,7,,,0,8,9,Summer
Karsis,39,42311039,37.3,,30,572,,1,7,,,0,7,10,Summer
Karsis,40,42311040,44,,36,1060,,1,7,,,0,9,11,Summer
Karsis,41,42311041,40.8,,33,738,,1,7,,,0,8,10,Summer
Karsis,42,42311042,33.8,,27.5,376,,9,7,,,0,6,8,Summer
Karsis,43,42311043,33.6,,26.5,432,,1,7,,,0,7,9,Summer
Karsis,44,42311044,42.7,,34.3,922,,9,7,,,0,10,10,Summer
Karsis,45,42311045,42.6,,34.5,860,,1,7,,,0,7,7,Summer
Karsis,46,42311046,43,,35,993,,1,7,,,0,11,11,Summer
Karsis,47,42311047,34.5,,27,410,,1,7,,,0,8,11,Summer
Karsis,48,42311048,37.5,,29.5,454,,9,7,,,0,9,10,Summer
Karsis,49,42311049,40,,32.3,725,,1,7,,,0,10,12,Summer
Karsis,50,42311050,51.5,,42,1451,,9,7,,,0,16,20,Summer
Karsis,51,42311051,37.5,,30,589,,9,7,,,0,7,11,Summer
Karsis,52,42311052,39,,30,584,,9,7,,,0,7,9,Summer
Karsis,53,42311053,49.2,,40.3,1393,,9,7,,,0,13,16,Summer
Karsis,54,42311054,38.5,,31,664,,1,7,,,0,8,11,Summer
Karsis,55,42311055,47,,38,1350,,1,7,10,,10,10,12,Summer
Karsis,56,42311056,47,,38,1254,,9,7,11,,11,9,13,Summer
Karsis,57,42311057,35.3,,28,444,,1,7,7,,7,6,9,Summer
Karsis,58,42311058,30.3,,24.2,229,,9,7,5,,5,7,9,Summer
Karsis,59,42311059,30.8,,24.8,231,,1,7,6,,6,7,9,Summer
Karsis,60,42311060,41.4,,33,680,,9,7,8,,8,9,11,Summer
Karsis,61,42311061,44,,35.8,950,,9,7,9,,9,7,10,Summer
Karsis,62,42311062,47.5,,38.5,1164,,9,7,11,,11,10,12,Summer
Karsis,63,42311063,42.5,,34.5,948,,9,7,9,,9,8,10,Summer
Karsis,64,42311064,49.5,,41.5,1563,,9,7,12,,12,8,10,Summer
Karsis,65,42311065,43,,35,906,,9,7,9,,9,10,10,Summer
Karsis,66,42311066,46.5,,37.5,1269,,9,7,10,,10,10,10,Summer
Karsis,67,42311067,47.3,,38.5,1187,,9,7,10,,10,9,12,Summer
Karsis,68,42311068,38.5,,31,715,,9,7,8,,8,7,11,Summer
Karsis,69,42311069,32.7,,25.7,345,,1,7,6,,6,6,10,Summer
Karsis,70,42311070,46.3,,38,1377,,1,7,11,,11,11,13,Summer
Karsis,71,42311071,47.5,,38.5,1249,,1,7,11,,11,8,12,Summer
Karsis,72,42311072,48,,38,1125,,9,7,11,,11,12,12,Summer
Karsis,73,42311073,46,,37,1105,,1,7,10,12,10,12,12,Summer
Karsis,74,42311074,47,,38,1240,,9,7,10,,10,9,12,Summer
Karsis,75,42311075,43.5,,35,927,,1,7,9,,9,,,Summer
Karsis,76,42311076,44.5,,36,985,,9,7,9,,9,9,12,Summer
Karsis,77,42311077,41.7,,33,800,,1,7,9,,9,9,10,Summer
Karsis,78,42311078,41.5,,33,790,,9,7,9,,9,9,,Summer
Karsis,79,42311079,39,,31,712,,9,7,8,,8,8,10,Summer
Karsis,80,42311080,38.7,,30.5,622,,9,7,8,,8,7,10,Summer
Karsis,81,42311081,39,,30.5,638,,1,7,8,,8,8,9,Summer
Karsis,82,42311082,36.4,,28.7,561,,1,7,7,,7,6,9,Summer
Karsis,83,42311083,36,,28.5,434,,9,7,7,,7,8,9,Summer
Karsis,84,42311084,35.5,,28.5,470,,9,7,7,,7,7,10,Summer
Karsis,85,42311085,32,,26,438,,1,7,6,,6,5,6,Summer
Karsis,86,42311086,34.5,,27.5,417,,1,7,7,,7,7,9,Summer
