spp_name_lt,Mėginio nr,kodas,total_length,lc,std_length,fish_weight,vnt.,sex_en,month,age_scales,age_scales2,age_difference,age_Elyza,age_Egle,season
Eserys,10,50321010,11,,9.2,16.8,,1,7,2,2,2,1,1,Summer
Eserys,11,50321011,10.9,,9.1,19,,1,7,1,2,1,1,1,Summer
Eserys,12,50321012,10.3,,8.7,14.6,,9,7,1,,1,1,1,Summer
Kuoja,1,40321001,26.5,,21.7,261,,1,7,10,,10,5,5,Summer
Kuoja,2,40321002,25.7,,21,270,,1,7,9,,9,6,6,Summer
Kuoja,3,40321003,17.3,,14,66,,1,7,5,,5,2,3,Summer
Kuoja,4,40321004,16.3,,13.3,55,,9,7,5,,5,1,2,Summer
Kuoja,5,40321005,17.7,,14.3,70,,9,7,5,,5,2,2,Summer
Kuoja,6,40321006,17.5,,14.2,60.5,,9,7,5,,5,2,2,Summer
Kuoja,7,40321007,17.9,,14.3,65,,9,7,5,,5,2,,Summer
Kuoja,8,40321008,17,,13.8,64,,9,7,5,,5,2,,Summer
Kuoja,9,40321009,15.1,,12.7,47.4,,1,7,4,,4,2,3,Summer
Kuoja,10,40321010,17.5,,14.2,66,,1,7,5,,5,2,3,Summer
Kuoja,11,40321011,16,,12.8,46,,1,7,4,,4,2,2,Summer
Kuoja,12,40321012,18,,14.5,64,,1,7,5,,5,2,,Summer
Kuoja,13,40321013,17.3,,14.1,62,,1,7,5,,5,2,3,Summer
Kuoja,14,40321014,17.1,,14,61,,9,7,5,,5,2,,Summer
Kuoja,15,40321015,16.2,,13.2,53,,9,7,5,,5,3,4,Summer
Kuoja,16,40321016,17.2,,13.7,65,,1,7,5,,5,2,2,Summer
Kuoja,17,40321017,17,,14,61,,1,7,5,,5,1,,Summer
Kuoja,18,40321018,15,,12,46,,1,7,4,,4,1,,Summer
Kuoja,19,40321019,16.4,,13.3,53,,9,7,5,,5,2,3,Summer
Kuoja,20,40321020,16.1,,13.3,54,,1,7,5,,5,2,3,Summer
Kuoja,21,40321021,16.1,,13.3,51,,9,7,4,,4,2,3,Summer
Kuoja,22,40321022,15.5,,12.5,49,,1,7,4,,4,2,3,Summer
Kuoja,23,40321023,16,,13,47,,1,7,4,,4,2,3,Summer
Kuoja,24,40321024,15,,12.2,39,,1,7,4,4,4,2,3,Summer
Kuoja,25,40321025,14.4,,11.7,34,,1,7,4,4,4,2,2,Summer
Kuoja,26,40321026,13.1,,10.5,26.4,,1,7,3,3,3,2,2,Summer
Kuoja,27,40321027,13.4,,10.8,26.2,,1,7,3,3,3,2,2,Summer
Kuoja,28,40321028,14,,11.3,27.7,,1,7,3,4,3,3,3,Summer
Kuoja,29,40321029,14.7,,12,35.2,,1,7,4,4,4,3,3,Summer
Kuoja,30,40321030,13.5,,11,26.2,,1,7,3,3,3,2,2,Summer
Kuoja,31,40321031,13.4,,11,27,,5,7,3,,3,2,2,Summer
Kuoja,32,40321032,12.6,,10.2,23.3,,1,7,3,2,3,2,2,Summer
Kuoja,33,40321033,12,,9.6,19.2,,9,7,2,2,2,2,2,Summer
Kuoja,34,40321034,11.5,,9.2,17.9,,1,7,2,2,2,1,1,Summer
Kuoja,35,40321035,11,,9,16.8,,1,7,1,2,1,1,1,Summer
Kuoja,36,40321036,11,,9,17,,9,7,1,2,1,2,,Summer
Kuoja,37,40321037,11.7,,9.5,19.8,,9,7,1,2,1,2,2,Summer
Kuoja,38,40321038,11.2,,9.1,14,,9,7,1,,1,2,2,Summer
